date,product,quantity,price
2025-05-19,Olive Oil,5,6.73
2024-11-14,Coffee,5,4.14
2024-09-02,Cookies,5,1.38
2024-09-08,Apple,8,0.73
2025-01-09,Olive Oil,4,7.08
2024-10-02,Chocolate,6,1.81
2024-09-02,Red Wine,10,5.7
2024-08-01,Mineral Water,8,0.34
2024-01-09,Olive Oil,3,6.01
2024-05-26,Eggs,7,0.24
2024-09-02,Pasta,5,1.16
2025-01-29,Bread,6,1.19
2024-11-04,Yogurt,9,0.6
2024-04-16,Pasta,6,1.18
2025-05-22,Chocolate,3,1.95
2025-01-12,Sugar,3,1.06
2025-01-06,Toilet Paper,4,0.45
2025-05-24,Chocolate,9,1.72
2025-06-25,Tomato,4,1.13
2024-11-27,Mineral Water,7,0.37
2024-12-31,Mineral Water,5,0.33
2024-02-16,Apple,5,0.74
2024-11-12,Milk,4,0.86
2024-11-04,Banana,4,0.48
2024-06-17,Lettuce,7,0.98
2025-02-04,Milk,4,0.89
2025-05-11,Banana,2,0.54
2024-06-22,Lettuce,7,0.87
2024-01-02,Apple,6,0.72
2025-03-13,Rice,7,1.26
2025-04-15,Cheese,4,2.6
2024-01-15,Milk,8,0.95
2024-07-06,Red Wine,8,5.46
2024-11-28,Cookies,9,1.38
2024-06-05,Beer,4,0.89
2024-07-07,Apple,10,0.76
2024-12-11,Banana,3,0.52
2025-05-05,Tomato,3,1.07
2024-08-29,Lettuce,6,0.82
2024-03-14,Bread,7,1.2
2025-02-12,Lettuce,4,0.95
2025-05-02,Lettuce,5,0.91
2024-06-27,Milk,2,0.92
2024-12-16,Tea,4,2.17
2024-04-03,Pasta,1,1.08
2024-07-08,Eggs,5,0.26
2024-05-20,Milk,1,0.95
2025-05-23,Bread,3,1.14
2024-07-25,Yogurt,3,0.51
2025-06-19,Eggs,7,0.24
2024-07-08,Red Wine,4,5.56
2025-05-01,Apple,6,0.69
2024-04-03,Tea,9,2.12
2024-05-07,Tea,7,2.21
2024-01-25,Apple,2,0.64
2025-03-06,Chicken,8,5.19
2025-04-05,Salt,6,0.4
2024-02-04,Rice,4,1.4
2024-12-27,Olive Oil,2,6.97
2025-01-30,Pasta,2,1.14
2025-01-01,Olive Oil,5,6.58
2025-01-14,Apple,3,0.71
2025-01-11,Eggs,1,0.25
2024-03-21,Chicken,5,4.79
2025-03-21,Pasta,8,1.13
2024-09-20,Lettuce,6,0.86
2024-09-07,Cheese,4,2.75
2024-10-03,Coffee,5,3.6
2024-12-02,Mineral Water,6,0.33
2024-09-12,Sugar,10,0.98
2025-04-01,Banana,1,0.46
2025-06-15,Apple,5,0.64
2024-09-07,Chicken,7,4.88
2024-08-16,Bread,5,1.09
2024-04-27,Eggs,4,0.23
2025-04-27,Tomato,7,1.15
2024-11-01,Bread,7,1.21
2024-08-16,Tomato,3,1.05
2024-07-06,Salt,2,0.4
2024-09-11,Tomato,3,1.17
2024-04-20,Tomato,3,1.06
2024-11-17,Bread,9,1.15
2024-04-01,Cookies,5,1.56
2024-02-08,Tea,4,2.17
2024-02-18,Rice,5,1.22
2024-06-12,Banana,6,0.47
2024-01-17,Tomato,4,1.03
2024-01-11,Apple,3,0.68
2025-03-14,Lettuce,5,0.81
2024-02-28,Beer,8,0.83
2024-08-24,Banana,4,0.48
2024-10-04,Toilet Paper,4,0.46
2024-01-17,Cookies,4,1.63
2025-01-17,Cheese,4,2.58
2024-09-23,Milk,11,0.94
2024-08-20,Mineral Water,6,0.32
2024-03-06,Salt,5,0.43
2024-09-17,Banana,7,0.47
2024-07-11,Sugar,3,1.04
2024-02-18,Beer,4,0.86
2024-02-21,Yogurt,5,0.55
2024-08-18,Chocolate,6,1.95
2024-11-21,Coffee,5,3.53
2025-05-19,Toilet Paper,4,0.48
2024-10-23,Canned Tuna,4,1.47
2024-07-15,Apple,6,0.65
2024-07-19,Tomato,1,1.15
2025-05-29,Tomato,4,1.2
2025-04-20,Sugar,3,1.0
2025-01-18,Bread,1,1.27
2025-04-03,Coffee,5,3.94
2024-11-20,Red Wine,5,5.61
2025-01-02,Mineral Water,5,0.33
2024-05-17,Eggs,4,0.23
2025-02-24,Bread,5,1.24
2024-09-07,Tomato,5,1.0
2024-07-03,Beer,5,0.88
2024-12-13,Milk,4,0.94
2024-08-17,Yogurt,5,0.52
2024-06-04,Cookies,3,1.61
2024-10-30,Yogurt,2,0.6
2024-04-22,Sugar,9,1.03
2024-11-08,Sugar,3,0.97
2025-05-29,Apple,3,0.75
2025-02-01,Red Wine,4,5.83
2024-07-03,Tea,7,2.06
2024-07-06,Yogurt,4,0.56
2024-09-16,Bread,2,1.15
2025-04-27,Salt,8,0.38
2024-06-13,Coffee,7,3.76
2025-03-18,Sugar,3,1.04
2024-07-20,Mineral Water,5,0.34
2024-11-25,Toilet Paper,4,0.42
2024-12-29,Tea,6,1.91
2025-02-11,Salt,7,0.42
2024-08-20,Salt,4,0.42
2025-05-10,Banana,8,0.53
2025-02-16,Mineral Water,3,0.38
2024-04-21,Banana,3,0.49
2024-06-05,Bread,5,1.31
2024-11-29,Yogurt,8,0.57
2024-02-14,Cookies,6,1.63
2024-03-17,Mineral Water,9,0.37
2025-03-05,Coffee,6,3.52
2024-01-18,Eggs,5,0.27
2025-01-28,Cookies,5,1.6
2024-11-11,Banana,4,0.51
2025-03-21,Coffee,5,3.81
2025-02-25,Tea,8,2.16
2025-05-11,Mineral Water,4,0.36
2024-12-26,Bread,5,1.21
2025-06-05,Chocolate,3,1.84
2025-04-14,Tomato,5,1.17
2025-01-24,Sugar,5,1.09
2025-06-11,Rice,5,1.37
2024-05-22,Canned Tuna,5,1.51
2024-07-02,Beer,4,0.77
2024-07-13,Olive Oil,4,6.55
2024-04-18,Chocolate,7,1.91
2024-08-05,Salt,7,0.39
2025-01-01,Milk,8,0.98
2024-10-28,Canned Tuna,6,1.34
2024-06-14,Mineral Water,6,0.35
2024-07-27,Mineral Water,3,0.38
2024-10-29,Mineral Water,3,0.34
2024-12-17,Rice,5,1.42
2024-05-25,Mineral Water,5,0.35
2024-07-01,Apple,6,0.65
2024-10-28,Banana,4,0.54
2024-11-29,Beer,5,0.9
2024-08-25,Chicken,4,5.3
2024-03-24,Salt,1,0.38
2024-09-12,Apple,6,0.67
2024-03-10,Canned Tuna,2,1.3
2025-03-11,Cookies,5,1.58
2024-11-24,Olive Oil,4,6.55
2024-05-23,Salt,4,0.39
2025-05-29,Cookies,2,1.61
2024-02-23,Pasta,3,1.1
2024-04-04,Sugar,2,1.07
2025-03-24,Olive Oil,6,6.43
2025-04-15,Sugar,6,1.05
2025-06-06,Tomato,4,1.05
2024-07-24,Salt,5,0.36
2024-06-28,Lettuce,6,0.96
2025-03-21,Salt,4,0.37
2025-03-31,Banana,2,0.48
2024-04-19,Cookies,8,1.44
2024-06-15,Chicken,7,5.12
2024-08-02,Eggs,3,0.27
2024-12-15,Canned Tuna,5,1.3
2025-05-06,Milk,6,0.97
2024-03-28,Lettuce,5,0.91
2025-06-10,Salt,5,0.41
2024-12-22,Sugar,11,0.96
2024-03-14,Sugar,4,0.93
2024-05-20,Beer,6,0.89
2024-09-25,Rice,8,1.31
2025-06-19,Pasta,7,1.17
2024-03-24,Yogurt,7,0.5
2024-06-19,Eggs,8,0.24
2024-08-14,Yogurt,6,0.54
2024-07-18,Chicken,9,4.77
2024-05-04,Apple,2,0.72
2025-06-29,Eggs,2,0.24
2025-03-12,Apple,5,0.75
2025-05-29,Milk,4,0.96
2024-05-18,Cookies,2,1.39
2025-02-15,Rice,7,1.23
2024-09-08,Apple,4,0.76
2024-12-07,Tomato,3,1.07
2024-09-09,Salt,6,0.39
2024-12-21,Cheese,5,2.68
2024-05-17,Yogurt,4,0.51
2024-06-11,Sugar,3,1.08
2024-03-25,Salt,6,0.41
2024-04-17,Canned Tuna,4,1.49
2024-09-28,Coffee,8,4.18
2024-05-18,Milk,4,1.04
2024-05-26,Red Wine,1,6.47
2024-10-04,Red Wine,5,5.81
2024-01-23,Beer,4,0.78
2024-06-26,Eggs,10,0.25
2024-12-02,Sugar,9,1.01
2024-07-20,Salt,4,0.42
2024-04-18,Bread,4,1.23
2024-11-08,Canned Tuna,4,1.49
2025-06-08,Tomato,7,1.12
2024-09-14,Lettuce,4,0.94
2024-01-13,Yogurt,1,0.52
2024-05-10,Coffee,6,4.11
2024-09-25,Canned Tuna,3,1.3
2024-01-08,Cheese,7,2.68
2025-05-21,Olive Oil,2,6.84
2024-10-04,Cookies,3,1.53
2025-05-09,Chicken,3,5.72
2024-10-10,Cookies,3,1.53
2024-06-03,Salt,3,0.44
2025-01-17,Toilet Paper,4,0.44
2024-08-07,Cheese,4,2.86
2024-07-16,Banana,3,0.49
2025-02-12,Rice,5,1.27
2024-12-09,Beer,4,0.88
2025-02-23,Lettuce,4,0.88
2025-04-21,Salt,1,0.41
2024-09-06,Red Wine,2,6.02
2025-04-17,Apple,4,0.68
2024-07-28,Cheese,4,2.44
2025-02-03,Salt,4,0.43
2024-10-13,Red Wine,5,5.48
2024-03-11,Toilet Paper,4,0.44
2024-08-18,Red Wine,5,6.29
2024-01-16,Rice,5,1.25
2024-01-18,Apple,4,0.68
2024-07-06,Eggs,6,0.24
2024-03-21,Mineral Water,4,0.36
2024-05-17,Tea,3,2.09
2024-02-07,Olive Oil,4,7.08
2025-03-16,Apple,6,0.64
2024-08-07,Salt,11,0.43
2025-06-22,Beer,2,0.83
2024-03-31,Olive Oil,5,6.26
2024-05-13,Eggs,2,0.23
2025-06-25,Cheese,2,2.57
2025-04-04,Tomato,8,1.08
2025-03-18,Milk,4,0.95
2024-05-31,Banana,6,0.46
2024-01-22,Bread,4,1.17
2025-06-17,Bread,8,1.21
2025-02-19,Eggs,3,0.26
2025-05-21,Bread,7,1.09
2024-12-10,Tomato,9,1.2
2024-02-11,Rice,7,1.31
2025-03-20,Milk,5,0.86
2024-04-04,Yogurt,6,0.59
2024-11-12,Chocolate,5,1.84
2025-01-06,Apple,4,0.77
2024-11-25,Tomato,3,1.06
2024-02-24,Canned Tuna,7,1.52
2025-06-03,Yogurt,7,0.5
2025-06-27,Apple,8,0.76
2024-05-19,Chicken,3,5.2
2025-04-10,Beer,6,0.8
2024-12-05,Bread,5,1.08
2025-02-11,Yogurt,7,0.56
2024-09-27,Yogurt,3,0.59
2024-09-05,Mineral Water,2,0.34
2024-06-28,Sugar,2,0.93
2024-05-08,Tomato,5,1.21
2024-11-28,Bread,5,1.24
2024-11-08,Lettuce,6,0.98
2024-01-26,Tea,5,1.96
2025-05-26,Yogurt,2,0.56
2024-08-28,Toilet Paper,5,0.47
2024-11-21,Chicken,4,5.26
2025-03-04,Yogurt,6,0.58
2025-03-28,Cookies,7,1.59
2024-03-02,Mineral Water,7,0.37
2025-02-26,Tea,1,1.98
2024-10-05,Yogurt,6,0.58
2024-04-23,Tomato,5,1.06
2024-06-25,Apple,6,0.64
2025-05-19,Bread,6,1.31
2024-09-12,Tomato,2,1.11
2025-05-29,Bread,5,1.29
2024-04-10,Banana,8,0.52
2024-10-12,Yogurt,4,0.6
2024-11-14,Cheese,4,2.76
2024-09-02,Coffee,2,3.99
2024-02-29,Red Wine,4,5.48
2024-10-09,Tomato,8,1.03
2024-04-19,Milk,4,1.03
2024-04-17,Cookies,5,1.5
2024-10-18,Tea,9,2.21
2024-12-11,Tea,7,2.09
2025-06-25,Sugar,3,0.93
2024-08-20,Chocolate,6,1.93
2024-05-12,Beer,7,0.78
2024-07-21,Tomato,6,1.14
2024-10-20,Red Wine,6,5.71
2024-06-22,Salt,6,0.36
2024-07-09,Tea,5,2.0
2025-01-26,Banana,5,0.55
2024-12-31,Salt,5,0.39
2024-11-25,Cheese,8,2.57
2024-01-10,Milk,5,0.99
2024-06-09,Tomato,5,1.03
2024-01-11,Rice,9,1.39
2025-01-12,Rice,7,1.41
2024-12-03,Cheese,9,2.54
2024-01-18,Lettuce,2,0.87
2025-03-10,Yogurt,5,0.59
2024-03-19,Yogurt,5,0.53
2025-01-16,Beer,3,0.92
2024-02-16,Eggs,3,0.25
2024-10-26,Chocolate,4,1.91
2024-03-07,Mineral Water,6,0.37
2024-05-05,Beer,3,0.78
2024-03-03,Chicken,5,5.08
2024-11-04,Tomato,7,1.01
2024-09-22,Sugar,5,1.07
2024-11-03,Canned Tuna,4,1.45
2024-05-27,Milk,5,0.94
2024-05-08,Red Wine,9,6.43
2024-01-31,Tomato,4,1.19
2024-12-08,Olive Oil,5,6.52
2025-06-21,Chicken,3,5.49
2024-01-10,Coffee,8,4.01
2024-12-13,Pasta,7,1.03
2025-06-23,Chicken,4,4.94
2024-05-13,Olive Oil,3,6.04
2025-05-08,Beer,4,0.89
2025-05-16,Yogurt,3,0.51
2024-10-28,Mineral Water,3,0.36
2025-02-17,Banana,3,0.51
2024-04-16,Eggs,2,0.25
2024-07-02,Mineral Water,1,0.38
2024-09-29,Banana,6,0.45
2024-01-26,Banana,3,0.52
2024-02-10,Cheese,7,2.57
2025-04-14,Pasta,4,1.14
2024-09-04,Banana,8,0.48
2024-12-24,Salt,6,0.36
2025-04-18,Coffee,6,3.97
2025-01-31,Cookies,5,1.4
2024-05-08,Lettuce,4,0.87
2024-11-07,Mineral Water,5,0.37
2024-01-01,Chicken,5,5.7
2024-01-23,Sugar,6,1.07
2024-04-15,Banana,1,0.45
2024-02-03,Eggs,9,0.27
2024-06-09,Olive Oil,3,6.19
2024-03-09,Chicken,4,5.68
2024-08-19,Milk,5,0.88
2025-02-18,Pasta,3,1.05
2024-09-08,Eggs,5,0.25
2024-01-28,Tomato,5,1.18
2024-10-03,Chicken,6,5.27
2024-05-17,Cheese,5,2.42
2024-11-12,Milk,4,0.88
2025-04-03,Eggs,7,0.24
2025-01-16,Pasta,6,1.13
2025-06-04,Lettuce,5,0.94
2025-03-11,Tea,4,2.28
2024-06-11,Yogurt,3,0.54
2024-04-18,Chocolate,5,1.89
2024-04-06,Cheese,3,2.52
2024-02-20,Olive Oil,4,6.12
2024-09-14,Sugar,6,1.07
2024-11-25,Apple,4,0.65
2025-01-26,Cookies,8,1.63
2025-03-16,Eggs,3,0.23
2025-03-19,Chicken,6,4.78
2024-06-24,Olive Oil,6,5.92
2024-09-29,Pasta,5,1.14
2025-02-05,Canned Tuna,8,1.4
2024-04-18,Banana,3,0.51
2024-06-25,Salt,6,0.37
2024-06-22,Salt,4,0.39
2025-03-03,Banana,6,0.47
2024-01-01,Canned Tuna,3,1.31
2024-07-08,Olive Oil,5,7.04
2024-08-25,Cheese,2,2.59
2025-01-14,Coffee,3,3.48
2024-08-15,Tomato,4,1.11
2025-06-25,Canned Tuna,3,1.5
2025-03-04,Apple,4,0.69
2025-06-22,Milk,3,0.95
2024-11-29,Cookies,1,1.63
2024-05-30,Lettuce,4,0.89
2024-01-13,Lettuce,4,0.93
2025-03-21,Tea,3,2.28
2024-10-21,Rice,3,1.21
2025-02-01,Yogurt,3,0.6
2024-02-16,Sugar,8,0.97
2024-01-21,Olive Oil,5,6.99
2024-07-06,Cheese,4,2.77
2024-03-20,Milk,4,1.02
2025-02-02,Red Wine,4,5.51
2024-05-20,Eggs,7,0.24
2025-06-12,Mineral Water,3,0.35
2024-12-13,Mineral Water,4,0.37
2024-10-12,Lettuce,6,0.9
2024-02-03,Lettuce,2,0.87
2025-05-15,Eggs,4,0.26
2025-04-13,Tea,6,2.16
2025-02-28,Milk,7,0.93
2025-06-15,Beer,9,0.79
2024-04-22,Chicken,7,5.53
2025-04-10,Bread,2,1.27
2024-08-29,Tea,2,2.24
2024-09-10,Chicken,4,5.11
2025-03-26,Beer,4,0.81
2025-03-06,Chocolate,7,1.7
2024-01-17,Mineral Water,4,0.38
2025-04-27,Sugar,7,0.99
2025-05-30,Tomato,4,1.12
2024-11-26,Red Wine,3,6.48
2025-04-11,Bread,4,1.28
2025-03-29,Milk,5,0.9
2024-01-16,Bread,5,1.18
2024-05-02,Red Wine,9,5.54
2024-01-07,Salt,6,0.37
2024-07-30,Salt,5,0.39
2024-11-30,Cookies,6,1.56
2025-03-04,Rice,4,1.35
2024-01-03,Beer,5,0.77
2024-10-11,Chicken,6,4.95
2024-04-24,Chocolate,7,1.9
2025-01-20,Mineral Water,2,0.35
2024-02-23,Tea,4,2.0
2024-07-23,Yogurt,8,0.54
2024-06-08,Beer,2,0.9
2025-06-09,Mineral Water,3,0.36
2024-06-02,Tea,5,2.12
2024-05-30,Sugar,10,0.93
2024-03-18,Sugar,6,1.0
2025-01-29,Mineral Water,4,0.35
2024-02-03,Yogurt,3,0.51
2024-05-02,Sugar,1,0.93
2024-10-02,Beer,6,0.77
2025-06-18,Tomato,4,1.06
2024-07-01,Chocolate,2,1.92
2025-02-21,Bread,6,1.26
2024-07-06,Coffee,5,3.43
2025-04-04,Salt,6,0.43
2024-12-26,Bread,6,1.11
2024-01-17,Chicken,8,4.91
2024-12-26,Lettuce,5,0.97
2024-07-21,Cookies,6,1.52
2025-04-19,Apple,2,0.66
2025-05-11,Coffee,5,4.01
2024-09-19,Chocolate,2,1.95
2024-01-12,Banana,4,0.51
2024-06-30,Canned Tuna,4,1.38
2024-09-10,Tomato,8,1.19
2025-03-20,Tomato,8,1.06
2024-09-14,Bread,3,1.15
2024-07-13,Coffee,3,4.04
2024-03-09,Coffee,3,3.48
2024-08-20,Rice,9,1.25
2024-07-28,Milk,4,1.02
2025-03-21,Sugar,5,1.06
2024-06-03,Tea,7,2.03
2025-05-11,Milk,3,0.95
2024-02-04,Mineral Water,6,0.34
2025-01-08,Tea,4,2.3
2025-02-22,Lettuce,1,0.92
2024-01-07,Mineral Water,8,0.32
2024-08-18,Rice,4,1.23
2025-05-16,Cheese,5,2.68
2025-03-05,Red Wine,4,5.54
2024-12-07,Cheese,3,2.73
2024-07-13,Coffee,6,3.99
2024-01-27,Rice,8,1.36
2024-01-06,Beer,5,0.89
2025-04-27,Cookies,4,1.6
2024-06-19,Tea,6,1.9
2024-09-18,Salt,3,0.41
2024-03-21,Milk,4,0.97
2025-02-05,Toilet Paper,4,0.47
2025-04-29,Chocolate,4,1.75
2024-09-08,Bread,1,1.09
2024-06-02,Bread,6,1.25
2024-02-10,Banana,5,0.46
2025-03-31,Lettuce,7,0.9
2025-01-26,Salt,4,0.4
2025-03-03,Rice,4,1.35
2025-06-03,Apple,5,0.66
2024-06-21,Milk,7,1.0
2024-08-15,Milk,8,1.04
2024-10-09,Cheese,5,2.39
2025-02-12,Salt,2,0.39
2025-04-10,Lettuce,4,0.84
2024-08-19,Chocolate,2,1.86
2024-02-28,Coffee,6,4.11
2025-03-30,Salt,4,0.41
2025-02-21,Cheese,10,2.49
2025-01-28,Banana,6,0.47
2025-04-04,Cheese,4,2.72
2024-02-12,Bread,5,1.13
2024-02-15,Canned Tuna,2,1.37
2024-01-09,Apple,4,0.73
2024-08-30,Coffee,6,3.83
2024-09-25,Tea,2,1.9
2024-07-10,Pasta,7,1.02
2025-04-19,Canned Tuna,3,1.27
2024-10-19,Chicken,8,5.63
2024-01-17,Toilet Paper,5,0.46
2024-10-16,Tea,5,2.13
2025-05-21,Pasta,6,1.08
2025-02-22,Milk,2,0.91
2024-06-06,Yogurt,5,0.58
2025-01-08,Mineral Water,5,0.38
2024-04-02,Bread,4,1.1
2025-03-26,Mineral Water,3,0.35
2024-09-08,Eggs,3,0.23
2024-11-23,Eggs,7,0.24
2025-06-28,Cookies,9,1.63
2024-05-06,Canned Tuna,6,1.38
2025-04-24,Salt,8,0.38
2024-01-07,Milk,7,1.0
2025-01-03,Tea,2,1.93
2024-08-05,Mineral Water,5,0.35
2024-05-16,Chocolate,4,1.67
2024-07-10,Pasta,6,1.04
2024-12-12,Olive Oil,4,6.06
2024-04-06,Tea,3,1.95
2025-03-09,Olive Oil,1,6.75
2024-10-31,Coffee,4,3.56
2025-05-09,Red Wine,4,6.09
2025-03-29,Pasta,6,1.17
2024-01-04,Pasta,5,1.09
2024-06-03,Cookies,6,1.6
2025-02-11,Apple,7,0.7
2024-01-04,Canned Tuna,3,1.52
2024-11-16,Tomato,3,1.11
2025-04-29,Banana,5,0.51
2025-03-20,Cookies,3,1.44
2024-01-03,Red Wine,4,6.23
2024-02-10,Mineral Water,1,0.37
2025-04-03,Lettuce,11,0.94
2025-05-11,Olive Oil,7,6.26
2024-02-05,Toilet Paper,7,0.46
2024-10-15,Eggs,3,0.26
2024-05-10,Coffee,5,3.95
2024-06-09,Apple,4,0.73
2024-10-22,Cookies,6,1.51
2024-03-15,Salt,2,0.43
2025-05-24,Banana,9,0.52
2025-06-09,Rice,7,1.21
2024-10-24,Sugar,6,1.01
2024-09-18,Cheese,4,2.54
2025-03-14,Eggs,9,0.26
2024-07-25,Chocolate,9,1.78
2024-05-24,Canned Tuna,3,1.49
2025-03-04,Mineral Water,2,0.32
2025-06-19,Pasta,6,1.07
2024-06-25,Canned Tuna,4,1.35
2025-01-30,Olive Oil,2,6.46
2024-03-14,Sugar,6,0.99
2024-09-19,Mineral Water,3,0.34
2024-07-25,Rice,5,1.24
2024-08-26,Tomato,3,1.11
2024-11-01,Pasta,6,1.17
2024-02-16,Olive Oil,3,6.05
2024-02-01,Cookies,3,1.45
2024-01-13,Coffee,3,4.01
2024-06-05,Eggs,10,0.26
2024-11-21,Salt,4,0.38
2024-11-25,Milk,7,0.94
2025-03-18,Red Wine,8,6.07
2024-08-26,Bread,5,1.12
2024-11-15,Cheese,7,2.52
2025-04-16,Apple,5,0.64
2025-03-11,Chicken,4,5.31
2025-06-18,Toilet Paper,4,0.43
2025-03-06,Toilet Paper,7,0.42
2025-01-04,Banana,4,0.47
2025-06-12,Toilet Paper,5,0.45
2025-02-16,Tomato,3,1.01
2024-04-04,Banana,4,0.53
2024-05-30,Sugar,4,1.08
2025-04-16,Canned Tuna,8,1.49
2024-06-04,Toilet Paper,5,0.42
2025-03-14,Banana,3,0.47
2025-03-31,Pasta,11,1.17
2024-02-10,Mineral Water,3,0.35
2024-11-24,Beer,3,0.89
2025-02-18,Red Wine,6,6.02
2025-02-12,Salt,7,0.38
2024-03-31,Cheese,8,2.42
2024-04-10,Salt,6,0.43
2024-01-08,Sugar,3,1.05
2025-04-10,Canned Tuna,4,1.37
2024-08-24,Eggs,4,0.23
2024-11-19,Lettuce,7,0.86
2024-07-14,Milk,6,0.93
2024-12-03,Pasta,9,1.07
2024-08-15,Pasta,8,1.13
2024-03-19,Sugar,6,0.95
2024-11-28,Rice,12,1.19
2024-11-05,Tea,11,2.21
2024-08-25,Tea,6,2.0
2025-03-18,Mineral Water,3,0.37
2025-05-25,Tomato,6,1.2
2025-02-06,Chicken,6,5.15
2024-03-31,Salt,2,0.42
2024-04-02,Pasta,6,1.11
2024-09-17,Canned Tuna,3,1.5
2024-05-05,Salt,9,0.38
2025-03-28,Chicken,9,5.45
2024-03-14,Bread,5,1.16
2024-02-29,Tea,7,2.24
2024-05-11,Cookies,5,1.53
2024-01-30,Eggs,6,0.27
2025-01-28,Apple,4,0.69
2025-01-21,Cookies,5,1.6
2024-11-16,Mineral Water,2,0.34
2024-05-11,Toilet Paper,4,0.44
2024-08-01,Apple,4,0.73
2024-01-17,Toilet Paper,4,0.44
2024-11-07,Yogurt,3,0.55
2024-12-24,Olive Oil,4,6.91
2025-01-27,Cheese,7,2.58
2024-12-31,Lettuce,3,0.9
2024-07-06,Toilet Paper,5,0.49
2024-08-09,Red Wine,5,6.12
2024-08-01,Salt,4,0.39
2024-08-22,Olive Oil,5,6.86
2025-01-04,Eggs,4,0.23
2024-07-21,Olive Oil,4,6.34
2024-11-20,Apple,5,0.68
2024-01-15,Tomato,2,1.0
2024-07-17,Eggs,4,0.24
2025-05-06,Milk,4,0.99
2024-04-04,Lettuce,2,0.83
2024-01-16,Cheese,4,2.47
2025-02-19,Red Wine,3,6.25
2024-01-03,Tea,5,2.11
2024-09-26,Apple,5,0.75
2024-07-18,Banana,3,0.52
2024-10-22,Milk,9,0.89
2025-05-06,Toilet Paper,3,0.41
2024-05-25,Milk,3,0.87
2024-05-19,Bread,6,1.1
2025-01-21,Olive Oil,6,5.9
2024-03-18,Apple,4,0.72
2024-04-13,Yogurt,3,0.58
2024-04-29,Tomato,3,1.04
2024-05-09,Tomato,5,1.02
2024-09-27,Tomato,6,1.06
2025-03-23,Eggs,6,0.25
2025-04-28,Beer,7,0.87
2024-03-08,Lettuce,7,0.87
2025-03-02,Olive Oil,6,6.48
2025-01-14,Mineral Water,5,0.34
2024-08-26,Banana,6,0.48
2024-12-13,Pasta,7,1.04
2024-12-12,Toilet Paper,7,0.43
2024-08-05,Red Wine,8,5.41
2024-04-13,Chocolate,5,1.72
2024-03-20,Canned Tuna,4,1.46
2024-07-20,Mineral Water,6,0.32
2024-08-01,Cookies,2,1.49
2025-03-09,Red Wine,6,5.46
2024-05-23,Red Wine,2,6.44
2024-10-31,Canned Tuna,6,1.46
2024-06-17,Beer,3,0.83
2024-11-03,Canned Tuna,6,1.5
2024-04-22,Bread,4,1.13
2024-01-27,Banana,6,0.51
2024-04-17,Mineral Water,4,0.36
2025-02-14,Canned Tuna,3,1.29
2024-03-24,Cookies,3,1.42
2024-07-29,Tomato,6,1.04
2024-03-04,Chocolate,6,1.72
2024-09-14,Cheese,3,2.79
2024-01-26,Salt,6,0.37
2025-03-03,Milk,5,1.02
2024-03-15,Mineral Water,3,0.38
2024-12-03,Coffee,5,3.88
2025-05-04,Rice,5,1.31
2025-01-26,Eggs,4,0.27
2025-05-22,Milk,4,0.87
2024-01-17,Yogurt,4,0.52
2024-05-02,Apple,7,0.67
2024-08-06,Apple,6,0.75
2024-03-22,Mineral Water,6,0.35
2024-10-20,Milk,5,1.03
2024-08-31,Banana,4,0.47
2025-03-19,Cheese,2,2.82
2024-11-26,Chocolate,4,1.69
2024-05-22,Banana,3,0.53
2025-06-22,Tea,7,2.04
2024-04-18,Chicken,6,5.12
2025-05-31,Eggs,7,0.27
2024-06-08,Rice,4,1.4
2024-02-13,Canned Tuna,6,1.37
2025-03-07,Cheese,6,2.49
2025-02-25,Banana,5,0.48
2024-04-12,Mineral Water,2,0.35
2025-05-28,Red Wine,3,5.47
2024-05-31,Toilet Paper,4,0.42
2024-10-11,Banana,2,0.47
2024-10-31,Red Wine,4,5.7
2024-04-28,Milk,4,0.86
2024-11-17,Lettuce,5,0.88
2024-01-08,Tomato,6,1.06
2024-05-10,Mineral Water,8,0.34
2024-10-21,Salt,3,0.36
2024-05-09,Cookies,3,1.63
2025-02-23,Sugar,3,1.05
2024-03-28,Beer,3,0.81
2024-08-15,Tea,3,2.1
2025-03-31,Chicken,9,5.2
2024-11-26,Olive Oil,6,7.06
2024-01-01,Chicken,6,5.63
2025-03-15,Mineral Water,5,0.36
2024-10-06,Bread,5,1.17
2024-05-27,Chicken,2,5.14
2025-01-01,Beer,6,0.84
2025-02-11,Lettuce,5,0.92
2024-09-03,Rice,8,1.24
2025-04-10,Toilet Paper,5,0.42
2025-02-11,Cookies,3,1.39
2025-05-25,Coffee,6,3.5
2024-10-11,Eggs,1,0.27
2024-05-27,Banana,3,0.49
2024-03-25,Coffee,4,4.02
2024-01-21,Pasta,4,1.13
2024-10-29,Apple,6,0.71
2025-04-20,Banana,3,0.51
2024-06-29,Salt,3,0.43
2024-08-24,Canned Tuna,9,1.37
2024-07-08,Eggs,4,0.23
2024-09-02,Apple,3,0.64
2024-03-04,Tea,4,1.99
2024-12-15,Bread,2,1.09
2025-05-19,Mineral Water,5,0.32
2024-10-19,Cheese,8,2.61
2024-03-18,Chicken,6,5.44
2024-10-29,Rice,6,1.26
2024-06-30,Chicken,9,4.88
2024-03-29,Chocolate,5,1.79
2024-03-02,Cookies,3,1.54
2025-05-04,Apple,2,0.65
2025-05-04,Tea,3,2.12
2025-05-12,Tea,3,2.07
